CaptureEventID,Animal
ASG0001i6j,1
ASG0001i7e,1
ASG0001i85,1
ASG0001ihd,0
ASG0001ihf,0
ASG0001ij5,0
ASG0001j77,0
ASG0001j7n,0
ASG0001jjt,0
ASG0001jn9,0
ASG0001jnd,0
ASG0001jq8,0
ASG0001jvt,1
ASG0001k2w,0
ASG0001k8v,0
ASG0001kaj,0
ASG0001kdx,0
ASG0001kkh,0
ASG0001klh,0
ASG0001klv,0
ASG0001knw,0
ASG0001koa,0
ASG0001kyh,0
ASG0001l10,0
ASG0001l1y,0
ASG0001l5g,0
ASG0001ld7,0
ASG0001lhz,0
ASG0001li9,0
ASG0001lnc,1
ASG0001lnx,1
ASG0001lo1,1
ASG0001low,1
ASG0001lqy,0
ASG0001m7b,0
ASG0001m7i,0
ASG0001m8z,0
ASG0001mam,0
ASG0001mb3,0
ASG0001med,0
ASG0001mnb,0
ASG0001mnm,0
ASG0001n17,0
ASG0001n8i,0
ASG0001nlk,0
ASG0001o6p,0
ASG0001o94,1
ASG0001obg,1
ASG0001obn,1
ASG0001oeu,0
ASG0001oez,1
ASG0001ogy,0
ASG0001oj8,0
ASG0001ok3,0
ASG0001pnz,1
ASG0001ppe,1
ASG0001pu5,1
ASG0001pv5,1
ASG0001pxa,1
ASG0001py8,1
ASG0001pyh,0
ASG0001pz5,1
ASG0001q0n,1
ASG0001q0v,1
ASG0001q2p,1
ASG0001q4m,1
ASG0001q7v,1
ASG0001qna,0
ASG0001qoy,1
ASG0001qso,0
ASG0001qux,1
ASG0001qvh,0
ASG0001r2h,0
ASG0001r6w,1
ASG0001r6z,0
ASG0001r7g,1
ASG0001rj6,0
ASG0001rkb,0
ASG0001rli,0
ASG0001rm5,0
ASG0001roi,0
ASG0001s2t,0
ASG0001s9f,0
ASG0001sf4,0
ASG0001sf8,0
ASG0001skw,0
ASG0001svj,0
ASG0001sw8,0
ASG0001tke,0
ASG0001tls,0
ASG0001u01,0
ASG0001u1r,0
ASG0001uko,1
ASG0001uoe,0
ASG0001upu,1
ASG0001uq4,1
ASG0001uqq,1
ASG0001uum,1
ASG0001uux,1
ASG0001uv6,1
ASG0001uv8,1
ASG0001v5z,1
ASG0001v6e,1
ASG0001v8l,1
ASG0001v9f,1
ASG0001vag,1
ASG0001vb5,1
ASG0001ve7,1
ASG0001vex,1
ASG0001vfe,1
ASG0001vfu,0
ASG0001vg1,1
ASG0001vg7,0
ASG0001vgn,1
ASG0001vj7,0
ASG0001vj9,0
ASG0001vl5,0
ASG0001vt5,0
ASG0001vu7,0
ASG0001vv8,0
ASG0001w62,0
ASG0001w72,0
ASG0001was,0
ASG0001wb7,0
ASG0001wcd,0
ASG0001wdy,1
ASG0001wfj,0
ASG0001wkj,1
ASG0001wkk,0
ASG0001wlg,1
ASG0001wme,0
ASG0001wmj,1
ASG0001wtv,0
ASG0001wub,1
ASG0001wx0,0
ASG0001wx4,0
ASG0001x0j,0
ASG0001x1w,0
ASG0001x73,0
ASG0001x8b,0
ASG0001xoh,1
ASG0001xuu,0
ASG0001xuw,0
ASG0001xvn,0
ASG0001y6k,0
ASG0001y9u,1
ASG0001y9v,1
ASG0001yxr,1
ASG0001yya,1
ASG0001yz3,1
ASG0001z20,1
ASG0001z28,0
ASG0001z9k,1
ASG0001zex,0
ASG0001zk8,0
ASG0001zl2,0
ASG0001zlg,0
ASG0001zqo,0
ASG0001zs8,0
ASG000204y,0
ASG00020d6,1
ASG00020dm,0
ASG00020fv,0
ASG00020i8,0
ASG00020ip,0
ASG00020jr,0
ASG00020nh,0
ASG00020nl,0
ASG00020nt,0
ASG00020qr,0
ASG00020rb,1
ASG00020rg,1
ASG00020tj,0
ASG00020vv,0
ASG0002191,0
ASG00021h2,0
ASG00021sv,0
ASG00021w4,0
ASG00021zt,0
ASG00022cw,0
ASG00022i2,0
ASG00022r2,0
ASG00022sw,1
ASG00022uw,1
ASG00022wn,0
ASG00022xk,0
ASG000232y,0
ASG00023b8,0
ASG00023e3,0
ASG00023hj,0
ASG00023j4,0
ASG00023k5,0
ASG00023ki,0
ASG00023ot,0
ASG00023pa,0
ASG00023xp,0
ASG00023xv,0
ASG00023z4,0
ASG000240h,0
ASG000241r,0
ASG000246p,0
ASG00024br,0
ASG00024cb,0
ASG00024d4,0
ASG00024ge,0
ASG00024kg,0
ASG00024ll,0
ASG00024qo,0
ASG00024vn,1
ASG00024vw,0
ASG00024vx,1
ASG00024yl,1
ASG000251q,0
ASG0002546,1
ASG000258l,1
ASG000259i,1
ASG00025ci,1
ASG00025ek,0
ASG00025gc,1
ASG00025n6,0
ASG00025qi,0
ASG00025ts,0
ASG00025u2,0
ASG00025wf,0
ASG00025yu,0
ASG0002612,0
ASG000269o,0
ASG00026ix,0
ASG00026kd,0
ASG00026nj,0
ASG00026vq,0
ASG000286b,0
ASG000289v,0
ASG00028aw,0
ASG00028qs,0
ASG00028sf,1
ASG00028tz,0
ASG00028ul,1
ASG00028v1,1
ASG00028v5,1
ASG00028y6,0
ASG00028zo,1
ASG00028zz,1
ASG000293t,1
ASG00029as,1
ASG00029dx,1
ASG00029e9,1
ASG00029hm,1
ASG00029id,1
ASG00029mb,1
ASG00029n9,1
ASG00029nu,1
ASG00029nz,1
ASG00029on,1
ASG00029pe,1
ASG00029rp,1
ASG00029rv,1
ASG00029sz,0
ASG00029vv,1
ASG00029x5,0
ASG0002a05,0
ASG0002a0g,0
ASG0002a43,0
ASG0002afm,0
ASG0002afw,0
ASG0002agv,0
ASG0002ak7,0
ASG0002anp,0
ASG0002apb,0
ASG0002arh,0
ASG0002b07,0
ASG0002b3h,0
ASG0002b5m,0
ASG0002b6e,0
ASG0002b75,0
ASG0002bjh,0
ASG0002bmk,0
ASG0002bu0,1
ASG0002bw1,1
ASG0002bw9,1
ASG0002byt,0
ASG0002cfc,0
ASG0002cfy,0
ASG0002d2w,0
ASG0002dir,1
ASG0002djp,1
ASG0002dkp,1
ASG0002dld,1
ASG0002dmm,1
ASG0002dmr,1
ASG0002dof,1
ASG0002dog,1
ASG0002dpa,1
ASG0002dvn,0
ASG0002dx1,0
ASG0002dz5,0
ASG0002dzw,0
ASG0002e46,0
ASG0002e49,0
ASG0002e4k,0
ASG0002e56,0
ASG0002ecn,0
ASG0002efg,0
ASG0002ehy,0
ASG0002em2,0
ASG0002eq3,0
ASG0002et7,0
ASG0002ewy,0
ASG0002f8p,0
ASG0002f9l,0
ASG0002fcs,0
ASG0002fcz,0
ASG0002fer,1
ASG0002fl4,1
ASG0002gac,1
ASG0002gcj,1
ASG0002gft,0
ASG0002gg8,0
ASG0002gie,1
ASG0002glo,1
ASG0002gme,1
ASG0002gmj,1
ASG0002gmr,1
ASG0002h8p,1
ASG0002hcv,1
ASG0002hfx,1
ASG0002hg2,1
ASG0002hjn,1
ASG0002hk5,0
ASG0002hkf,1
ASG0002hov,1
ASG0002hq3,1
ASG0002hq5,1
ASG0002hqp,1
ASG0002hqq,1
ASG0002hs8,1
ASG0002hsd,1
ASG0002hsy,1
ASG0002htb,1
ASG0002huo,1
ASG0002hwk,1
ASG0002hwx,1
ASG0002hyi,1
ASG0002i07,1
ASG0002i1p,1
ASG0002i1y,0
ASG0002i3g,1
ASG0002i44,1
ASG0002i5t,1
ASG0002i8q,1
ASG0002i97,1
ASG0002ibb,1
ASG0002icd,1
ASG0002ico,1
ASG0002idu,1
ASG0002iex,1
ASG0002ig0,1
ASG0002ii0,1
ASG0002ilx,1
ASG0002in3,1
ASG0002ip9,1
ASG0002iu4,1
ASG0002iuf,1
ASG0002iy9,1
ASG0002j1x,1
ASG0002j2p,0
ASG0002j3q,1
ASG0002j5j,1
ASG0002j7a,1
ASG0002je5,0
ASG0002jh9,0
ASG0002jjh,0
ASG0002jt6,1
ASG0002jvi,1
ASG0002jws,1
ASG0002jww,1
ASG0002jzk,0
ASG0002k7a,1
ASG0002ka7,1
ASG0002kb2,1
ASG0002kcb,1
ASG0002kfs,1
ASG0002kgr,1
ASG0002kkz,1
ASG0002knf,1
ASG0002la0,0
ASG0002lb7,1
ASG0002lbr,1
ASG0002lcg,1
ASG0002lee,1
ASG0002li3,0
ASG0002li6,1
ASG0002ljm,1
ASG0002lmq,1
ASG0002mcm,0
ASG0002nrj,0
ASG0002nz5,0
ASG0002o0e,0
ASG0002oxe,0
ASG0002oyk,0
ASG0002p82,0
ASG0002p8b,0
ASG0002pc9,0
ASG0002ph3,0
ASG0002pnl,0
ASG0002ps0,0
ASG0002pvd,0
ASG0002pwo,0
ASG0002pxu,0
ASG0002q4f,0
ASG0002qaw,0
ASG0002qdr,0
ASG0002qmp,0
ASG0002qna,0
ASG0002qpo,1
ASG0002qtd,1
ASG0002qtx,0
ASG0002qzt,1
ASG0002r11,0
ASG0002r16,0
ASG0002r20,0
ASG0002ri8,0
ASG0002rmg,0
ASG0002roi,1
ASG0002rpw,1
ASG0002rw9,1
ASG0002rx2,1
ASG0002ryu,1
ASG0002rz2,1
ASG0002s26,1
ASG0002s3e,1
ASG0002s3f,1
ASG0002s45,0
ASG0002s4e,1
ASG0002s53,1
ASG0002s5l,1
ASG0002s9t,1
ASG0002sf1,0
ASG0002sfw,0
ASG0002slq,0
ASG0002srd,0
ASG0002sri,0
ASG0002sv9,0
ASG0002sxc,0
ASG0002szi,0
ASG0002szv,0
ASG0002t03,0
ASG0002t12,0
ASG0002t9g,0
ASG0002t9w,0
ASG0002tbn,0
ASG0002tc4,1
ASG0002tdi,1
ASG0002tfl,1
ASG0002tkf,1
ASG0002ts3,0
ASG0002tuf,0
ASG0002twy,1
ASG0002u1d,0
ASG0002u4n,0
ASG0002u5a,0
ASG0002u7n,0
ASG0002u8g,0
ASG0002u97,0
ASG0002ubk,1
ASG0002ue3,0
ASG0002ueb,0
ASG0002ujw,1
ASG0002uml,1
ASG0002umv,1
ASG0002unj,0
ASG0002uoz,1
ASG0002upq,1
ASG0002uql,1
ASG0002ut2,1
ASG0002utq,1
ASG0002uv1,1
ASG0002uvg,0
ASG0002uwy,1
ASG0002uxd,1
ASG0002uyg,1
ASG0002uyh,1
ASG0002uz2,1
ASG0002uzh,1
ASG0002v0f,1
ASG0002v1l,1
ASG0002v28,0
ASG0002v6b,0
ASG0002vzg,0
ASG0002w93,0
ASG0002wa7,0
ASG0002x00,0
ASG0002xeq,0
ASG0002xg8,1
ASG0002xgn,1
ASG0002xgs,1
ASG0002xjp,1
ASG0002xka,0
ASG0002xkt,0
ASG0002xlw,1
ASG0002xpw,1
ASG0002xsx,1
ASG0002xsy,1
ASG0002xva,1
ASG0002xxw,0
ASG0002xzb,1
ASG0002y05,0
ASG0002y0z,0
ASG0002y27,0
ASG0002y6x,1
ASG0002y7u,1
ASG0002yrg,0
ASG0002yua,1
ASG0002yy0,0
ASG0002zkt,0
ASG0002zs7,0
ASG0002zt5,0
ASG0002zuz,0
ASG0002zve,1
ASG0002zwg,1
ASG0002zwt,0
ASG000303j,0
ASG0003045,1
ASG000309e,0
ASG00030bf,0
ASG000317m,0
ASG000319a,1
ASG000319u,0
ASG00031ct,0
ASG00031fw,0
ASG00031is,0
ASG00031kb,0
ASG00031md,1
ASG00031xr,1
ASG00031xs,1
ASG00031yy,0
ASG000323b,0
ASG000329p,0
ASG00032ak,1
ASG00032hh,0
ASG000336q,0
ASG00033cz,0
ASG00033fq,0
ASG00033it,0
ASG00033ss,0
ASG00033uf,0
ASG0003448,0
ASG000344x,0
ASG00034hj,0
ASG00034rj,0
ASG00035bq,0
ASG00035f5,0
ASG00035ga,0
ASG00035i1,0
ASG00035jo,0
ASG00035qh,0
ASG000365e,0
ASG000366l,0
ASG000369m,0
ASG00036b1,0
ASG00036cw,0
ASG00036e5,0
ASG00036gh,0
ASG00036hi,0
ASG00036lj,0
ASG00036mt,1
ASG00036p3,0
ASG00036ry,0
ASG00036vc,0
ASG000377s,0
ASG000379u,0
ASG00037cp,0
ASG00037g8,0
ASG00037kh,0
ASG00037l2,0
ASG00037s7,0
ASG00037ve,0
ASG0003802,0
ASG000381d,0
ASG000381n,0
ASG000383g,0
ASG0003847,0
ASG00038c3,0
ASG00038dj,0
ASG00038ft,0
ASG00038iv,0
ASG00038m7,0
ASG00038mz,0
ASG00038x4,0
ASG00038yl,0
ASG00038zs,0
ASG000393p,0
ASG0003959,0
ASG000395k,0
ASG000399x,0
ASG00039cl,0
ASG00039im,0
ASG00039kq,1
ASG00039lk,0
ASG00039rn,0
ASG00039sl,0
ASG00039ut,0
ASG0003a10,1
ASG0003a5x,0
ASG0003a8r,0
ASG0003aaz,0
ASG0003c2c,0
ASG0003cmn,0
ASG0003cpb,0
ASG0003d3l,0
ASG0003d55,0
ASG0003dcp,0
ASG0003dgt,0
ASG0003e2l,0
ASG0003e5x,0
ASG0003f09,1
ASG0003f76,0
ASG0003fl7,1
ASG0003fo1,1
ASG0003fo8,1
ASG0003fox,1
ASG0003ftq,1
ASG0003fxf,1
ASG0003fyh,1
ASG0003fz1,1
ASG0003g1r,1
ASG0003g9r,1
ASG0003gjc,1
ASG0003gjy,0
ASG0003god,1
ASG0003gus,1
ASG0003gux,0
ASG0003h69,0
ASG0003hd2,1
ASG0003hpl,0
ASG0003hpq,1
ASG0003hth,1
ASG0003hwe,0
ASG0003i1h,1
ASG0003ia2,1
ASG0003ian,0
ASG0003icw,1
ASG0003igu,0
ASG0003iia,0
ASG0003ijb,0
ASG0003imd,1
ASG0003inn,0
ASG0003ith,0
ASG0003iue,0
ASG0003ixy,0
ASG0003j22,1
ASG0003j5n,0
ASG0003j5v,1
ASG0003j6p,1
ASG0003j7t,0
ASG0003j8a,1
ASG0003j9g,1
ASG0003jfi,1
ASG0003jg9,1
ASG0003jh1,1
ASG0003jh6,1
ASG0003jji,1
ASG0003jn9,1
ASG0003jng,1
ASG0003jnj,1
ASG0003joz,1
ASG0003jqj,1
ASG0003jui,1
ASG0003jxt,1
ASG0003jy2,1
ASG0003jy9,1
ASG0003jz6,0
ASG0003k3p,0
ASG0003k6y,1
ASG0003k7q,0
ASG0003k87,1
ASG0003k8z,1
ASG0003ke1,1
ASG0003ke2,0
ASG0003kis,1
ASG0003kjb,1
ASG0003kkc,1
ASG0003km7,1
ASG0003ksw,1
ASG0003ktj,1
ASG0003kv4,1
ASG0003l2c,1
ASG0003l2h,1
ASG0003l3u,1
ASG0003l85,1
ASG0003lgb,1
ASG0003lib,1
ASG0003ljm,1
ASG0003lmq,1
ASG0003lq5,1
ASG0003lxy,0
ASG0003ly0,1
ASG0003m0l,0
ASG0003m3a,0
ASG0003m4h,0
ASG0003m69,0
ASG0003m7i,0
ASG0003m9y,0
ASG0003mb4,1
ASG0003me6,0
ASG0003meu,0
ASG0003mhx,0
ASG0003mmq,0
ASG0003msl,0
ASG0003mvz,1
ASG0003mwr,1
ASG0003mxn,1
ASG0003myj,1
ASG0003n07,1
ASG0003n0z,1
ASG0003n1g,1
ASG0003n1y,1
ASG0003n3h,1
ASG0003n8d,1
ASG0003nb0,1
ASG0003ndp,0
ASG0003nel,0
ASG0003njl,0
ASG0003nlj,0
ASG0003nmq,0
ASG0003nnh,0
ASG0003nq4,0
ASG0003nqh,0
ASG0003nug,1
ASG0003nve,0
ASG0003nz7,0
ASG0003o4q,0
ASG0003o93,0
ASG0003ob6,0
ASG0003ojd,0
ASG0003opi,1
ASG0003or7,1
ASG0003osw,1
ASG0003ot6,0
ASG0003ote,1
ASG0003ovx,1
ASG0003owm,1
ASG0003ox3,1
ASG0003ox9,1
ASG0003oy1,1
ASG0003p0k,1
ASG0003p1y,1
ASG0003p3j,1
ASG0003p7n,1
ASG0003p9m,1
ASG0003pc7,1
ASG0003per,1
ASG0003pi4,0
ASG0003poo,1
ASG0003pqb,0
ASG0003pwe,0
ASG0003pwg,0
ASG0003py1,1
ASG0003pyn,0
ASG0003q0x,0
ASG0003q5c,0
ASG0003q9s,1
ASG0003qah,1
ASG0003qav,1
ASG0003qek,0
ASG0003qjj,1
ASG0003qo0,1
ASG0003qqm,0
ASG0003qwm,1
ASG0003qxa,1
ASG0003r0p,1
ASG0003r6i,0
ASG0003raj,1
ASG0003rdx,0
ASG0003rg2,0
ASG0003rnl,1
ASG0003rnm,1
ASG0003roj,1
ASG0003roo,1
ASG0003rqq,1
ASG0003rt2,1
ASG0003rtb,1
ASG0003s10,1
ASG0003s39,1
ASG0003s63,1
ASG0003s6l,1
ASG0003s87,1
ASG0003sap,1
ASG0003scm,1
ASG0003sdy,0
ASG0003shu,1
ASG0003skr,0
ASG0003sot,1
ASG0003sqp,1
ASG0003sxc,1
ASG0003syb,1
ASG0003t0x,1
ASG0003t1l,1
ASG0003t2k,1
ASG0003t3a,1
ASG0003t47,1
ASG0003t4u,1
ASG0003t70,1
ASG0003tf2,1
ASG0003thd,1
ASG0003ti2,1
ASG0003ti8,1
ASG0003tj9,1
ASG0003tjm,1
ASG0003tkg,1
ASG0003tms,1
ASG0003ttk,1
ASG0003tul,1
ASG0003tuu,1
ASG0003tzl,0
